age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,1,19494,3,2,11,1,4,0,0,0,8,38,0
25,1,10588,8,2,2,4,4,1,0,0,8,38,0
27,1,4874,0,0,9,0,4,1,0,0,8,38,0
27,1,9998,1,0,13,0,4,1,107,0,21,38,1
4,1,204,8,1,11,3,4,0,0,0,0,38,0
24,1,19494,8,0,11,0,4,1,0,0,18,38,1
24,1,7302,2,0,3,0,4,1,107,0,18,1,1
45,1,2194,0,0,9,0,4,1,90,0,18,38,1
10,1,8027,3,2,2,1,4,1,0,0,13,10,0
21,1,13451,1,0,9,0,4,1,0,0,8,38,1
43,1,125,8,2,13,1,0,0,0,0,0,38,0
7,1,4420,3,1,6,4,4,1,0,0,8,25,0
5,1,17211,3,1,5,3,4,1,0,0,8,38,0
5,1,14601,6,1,6,1,4,1,0,0,0,25,0
34,1,11986,1,0,9,0,4,1,0,0,8,38,0
14,1,10139,4,0,3,0,4,1,0,50,16,38,1
25,3,12749,7,0,3,0,4,1,0,0,21,38,1
32,1,11578,3,0,6,0,4,1,90,0,11,38,1
20,3,3494,1,1,12,3,4,0,0,0,10,38,0
20,2,9841,7,0,9,0,4,1,0,0,13,38,1
49,1,7332,1,0,7,0,4,1,0,0,8,38,1
29,1,16476,0,2,6,1,2,0,0,0,8,38,0
35,1,3008,3,0,2,0,4,1,0,0,8,38,1
6,1,16794,3,1,2,1,4,1,0,0,8,38,0
50,1,8469,3,3,3,4,4,1,0,0,6,38,1
2,1,10755,8,1,11,3,4,0,0,0,0,38,0
20,1,9736,1,1,9,1,4,0,0,0,13,38,0
25,2,10765,3,0,3,0,4,1,0,50,21,21,1
22,2,8028,8,0,7,0,2,1,0,0,8,38,0
37,1,3190,3,0,11,0,4,1,0,44,8,38,1
29,1,17609,3,0,6,0,4,1,0,0,8,38,0
16,1,2930,3,1,7,4,2,0,0,0,8,38,0
52,2,3004,8,3,4,1,4,0,0,0,0,38,0
4,1,1334,8,1,5,3,4,1,0,0,8,38,0
10,1,13532,3,1,5,2,2,1,0,0,16,38,0
22,1,19115,3,0,3,0,4,1,0,0,8,38,1
6,1,15195,8,2,0,1,2,1,0,0,8,38,0
9,1,2523,0,2,9,4,4,0,0,0,4,38,0
25,1,446,2,0,9,4,0,0,0,0,8,38,0
19,1,16732,3,2,2,4,4,1,0,0,8,38,0
7,1,19494,3,1,13,4,4,1,0,0,8,25,0
18,1,17868,3,0,7,0,4,1,0,0,8,25,0
25,1,19333,3,2,5,4,2,0,0,0,8,38,0
20,1,13451,0,0,2,0,4,1,67,0,12,38,1
24,1,13515,2,0,9,0,4,1,0,0,18,38,1
10,1,12338,0,1,6,4,2,0,0,0,8,38,0
25,2,12104,7,0,9,0,4,1,117,0,18,38,1
1,1,18765,3,1,0,3,4,0,0,0,0,38,0
24,1,9373,1,0,12,0,4,1,0,0,8,38,1
14,1,12236,3,0,5,0,4,1,0,0,8,38,0
9,1,4103,8,0,2,0,4,1,0,0,8,38,0
50,1,9069,6,3,6,1,4,0,22,0,2,6,0
20,1,5601,8,0,3,0,4,1,0,0,21,38,1
34,1,15131,3,0,2,0,4,1,0,0,8,38,0
9,1,3245,8,1,2,3,0,1,0,0,8,38,0
23,1,11449,0,0,9,0,4,1,93,0,8,38,1
8,1,5941,3,1,5,4,4,1,0,0,8,38,0
21,1,2077,0,0,6,0,4,1,0,0,8,38,1
26,1,18050,3,2,13,1,4,1,0,0,8,38,0
6,1,11287,8,2,4,2,4,0,0,0,8,38,0
27,1,17797,1,0,3,0,4,1,0,47,18,38,1
43,3,17467,4,2,9,1,4,0,0,0,0,38,0
21,3,391,4,1,9,1,4,0,0,31,21,38,0
4,3,543,8,1,9,1,4,1,0,0,0,38,0
1,1,14369,8,1,0,3,4,0,0,0,0,38,0
32,1,5276,1,2,3,1,2,0,114,0,21,38,1
26,1,18462,6,2,8,4,4,0,0,0,8,25,0
19,1,821,3,0,13,0,4,1,0,0,0,38,1
14,1,5475,3,0,13,5,4,0,78,0,3,38,1
21,1,5981,3,2,6,2,4,0,0,0,8,38,0
26,2,744,8,0,4,0,4,1,0,0,21,38,0
41,1,595,3,2,7,4,4,0,0,0,3,38,0
38,1,9579,3,2,0,1,4,0,0,0,0,38,0
22,1,13215,0,2,3,4,2,0,0,0,3,22,0
21,1,18027,1,2,9,1,4,0,0,0,3,38,0
37,2,11903,3,3,2,1,4,1,0,52,3,38,0
40,2,8446,7,0,9,0,4,1,0,0,8,38,0
18,3,19129,0,0,10,0,4,1,0,0,20,38,0
27,2,7250,7,0,9,0,1,1,0,0,21,35,1
19,1,10776,3,0,2,0,4,1,0,0,8,38,0
41,1,16785,3,0,2,0,4,1,0,0,8,38,0
22,1,7644,8,1,7,3,2,0,0,63,8,38,0
8,1,4773,7,1,9,1,4,0,0,0,0,21,0
37,3,8691,1,0,3,0,4,1,0,0,8,38,0
6,1,3840,1,1,12,1,4,0,0,0,8,38,0
20,1,5506,8,1,11,1,4,1,0,0,21,38,0
43,3,1673,0,0,7,0,2,1,0,0,8,38,0
49,3,10875,6,3,7,1,4,0,0,0,0,38,0
19,1,13352,0,0,6,0,2,1,0,0,18,38,0
12,2,18217,3,0,13,2,1,1,0,20,18,18,1
12,1,8207,1,1,0,3,1,0,26,0,8,35,0
8,1,11349,1,2,9,1,4,0,0,0,12,38,0
6,1,19205,8,1,0,3,4,1,0,0,8,38,0
21,1,16358,3,1,7,3,2,1,0,0,8,38,0
16,1,19203,8,0,5,0,4,1,0,0,18,38,1
32,2,730,8,0,4,0,4,1,0,0,21,38,0
40,2,1455,3,0,3,0,4,1,0,0,21,38,1
40,3,6087,1,0,3,0,4,1,0,0,13,38,0
29,1,10458,8,1,6,1,4,0,0,0,13,38,0
20,2,11528,4,0,3,0,4,1,0,0,21,38,1
26,2,17220,1,0,11,0,4,1,0,0,13,38,1
9,1,1065,3,1,7,1,4,0,0,0,3,38,0
23,1,18366,0,2,9,2,4,0,0,0,8,38,0
22,2,4168,3,1,2,2,0,1,0,0,8,38,0
22,1,7267,0,2,7,4,2,0,0,0,8,38,0
14,1,19297,8,0,0,0,4,1,0,0,8,38,0
14,1,19418,1,0,6,0,3,1,0,0,4,25,0
10,1,6311,1,1,0,1,2,0,0,0,8,38,0
19,2,12187,1,0,3,0,4,1,0,0,18,19,0
23,3,11603,1,2,12,1,4,0,96,0,8,8,1
40,1,14526,3,0,7,0,4,1,0,0,8,25,0
7,1,8857,3,1,7,1,4,0,0,0,3,38,0
13,1,8025,8,1,11,1,4,1,0,0,13,38,0
11,1,629,3,1,13,1,4,1,0,0,18,38,0
5,1,11697,1,1,3,1,4,1,0,0,8,38,0
14,1,13671,6,1,5,3,4,1,0,0,18,38,0
16,1,5633,3,0,11,0,4,1,0,0,12,38,1
3,1,16548,8,1,5,2,4,1,0,0,0,38,0
8,1,18905,3,0,4,0,3,1,0,0,21,25,0
32,3,5115,8,0,4,0,4,1,0,0,8,38,0
4,1,7091,3,1,7,3,4,0,0,0,3,38,0
28,1,2703,1,0,3,0,4,1,0,0,13,38,1
19,3,6721,3,0,3,0,4,1,0,0,13,38,1
24,1,14378,6,0,8,1,4,0,0,0,0,25,0
6,1,1560,1,1,11,1,4,1,0,25,0,38,0
30,1,257,1,0,3,0,4,1,0,0,18,38,1
24,1,15013,3,2,3,1,4,1,0,0,18,38,0
13,1,5475,3,1,5,4,4,0,0,0,8,38,0
12,3,6127,8,1,4,1,4,1,0,0,8,38,0
14,1,3775,6,2,6,4,4,0,0,0,8,38,0
38,1,14723,3,0,6,2,1,1,0,0,8,29,0
2,1,19103,3,1,7,1,4,1,0,0,3,38,0
14,3,18467,3,0,12,5,4,0,0,0,8,38,1
1,3,2435,3,1,7,3,4,1,0,0,0,38,0
51,1,2349,3,3,11,1,4,0,0,0,0,38,0
19,3,16867,8,1,3,4,2,0,0,0,16,38,0
27,1,7033,7,0,9,0,4,1,0,0,18,38,1
41,2,17939,3,0,0,5,4,0,0,0,0,38,1
3,1,13056,3,1,11,3,2,0,0,0,0,38,0
1,1,3736,3,1,5,3,4,1,0,0,8,38,0
15,1,13986,3,1,5,3,4,0,0,0,0,38,0
32,2,5939,3,2,7,1,4,0,0,0,8,38,0
17,1,17766,3,0,6,0,4,1,0,0,8,38,0
5,1,13662,3,1,0,1,4,0,0,0,8,38,0
23,1,10851,3,0,7,0,4,1,0,0,13,38,0
18,1,6494,3,0,5,0,4,1,0,0,8,38,0
27,2,2392,3,0,3,0,1,1,0,0,21,39,0
38,1,6537,3,2,3,1,4,0,0,0,21,38,0
4,1,675,0,0,2,0,4,1,0,82,8,38,0
37,1,18346,8,0,2,5,4,0,0,0,8,38,0
22,3,8236,8,1,0,1,4,0,26,0,12,38,0
35,1,453,3,2,7,1,4,1,0,0,6,38,0
40,2,624,1,0,2,0,4,1,0,0,18,38,1
41,3,17080,3,2,0,4,4,0,0,0,8,38,0
10,3,9544,8,1,9,2,4,1,0,0,0,38,0
24,1,8599,8,2,6,1,4,1,0,0,8,38,0
1,1,5999,3,1,9,3,4,0,0,0,0,38,0
41,1,16224,3,3,2,4,4,1,96,0,20,25,1
33,1,16196,6,2,7,1,4,1,0,0,5,4,0
14,1,19277,8,1,3,1,4,1,0,0,8,38,0
15,1,13642,3,2,6,1,4,1,0,0,8,38,0
20,2,4487,8,0,2,0,4,1,0,0,13,38,0
9,2,6404,1,0,3,0,4,1,0,0,0,38,0
16,3,14781,0,0,12,0,4,1,0,0,18,38,0
18,3,14539,3,1,7,4,2,0,0,0,8,38,0
27,1,18804,1,1,9,1,4,0,0,0,13,25,0
9,1,12505,1,1,2,3,4,1,0,0,8,25,0
31,3,15010,3,2,0,1,4,1,0,0,8,38,0
23,1,10642,1,1,12,1,4,1,0,0,8,38,0
45,1,1070,3,0,11,0,4,1,0,0,3,38,0
20,1,7372,7,0,11,0,4,1,0,0,13,38,1
1,1,5147,3,1,11,3,4,1,0,0,0,38,0
31,1,13771,3,2,6,2,3,0,0,0,6,6,0
28,1,9679,4,0,9,0,4,1,0,0,18,38,0
18,1,1898,8,0,11,0,4,1,0,0,13,38,0
18,1,844,3,2,2,4,4,1,0,0,8,38,0
17,2,13863,3,0,9,0,4,1,0,0,19,38,0
12,1,10514,3,0,7,5,4,0,0,0,8,4,0
2,1,9051,8,1,11,3,4,1,0,0,0,38,0
36,3,13931,8,0,10,0,4,1,0,0,21,38,0
32,1,10623,8,2,7,1,4,1,0,0,8,38,0
54,1,6376,3,3,11,2,4,0,0,0,0,38,0
21,1,14628,6,0,2,0,4,1,0,0,4,25,0
22,3,17837,4,0,3,0,4,1,0,0,13,38,0
6,1,6598,1,1,0,1,4,0,0,0,8,38,0
12,2,10607,1,0,11,0,4,1,0,0,18,38,1
35,1,11366,6,2,4,4,4,1,0,0,8,38,0
24,1,18876,8,0,0,5,4,0,0,0,8,38,1
3,1,14392,8,1,7,1,4,1,0,0,3,38,0
13,1,5799,8,0,12,0,4,1,0,0,13,38,0
39,1,3097,3,2,0,4,2,0,0,0,4,38,0
9,1,7576,3,2,11,4,4,0,0,0,8,38,0
19,3,11118,3,2,0,4,4,0,0,0,8,38,0
9,3,13248,1,1,9,3,2,0,0,0,10,38,0
41,1,7676,0,0,6,0,2,1,0,44,8,38,1
7,1,12521,1,1,0,3,4,1,0,0,8,38,0
24,1,3424,8,2,11,1,1,0,0,0,0,38,0
10,1,10837,8,1,11,3,4,1,0,0,3,38,0
11,3,19046,8,2,3,3,4,1,0,71,8,38,0
40,2,18817,3,0,3,0,4,1,0,0,8,38,0
4,3,1051,8,1,9,3,4,0,0,0,0,38,0
33,1,11009,3,0,5,0,4,1,0,0,8,38,0
10,1,6103,3,0,5,0,2,1,0,0,8,38,0
41,1,7507,1,1,9,1,4,0,0,0,21,38,0
10,2,2069,1,0,3,0,4,1,0,0,18,38,0
19,1,14678,3,2,11,4,2,0,0,0,0,38,0
51,3,14776,1,0,3,0,4,1,110,0,8,38,1
16,2,5792,3,3,11,4,4,0,0,0,8,38,0
2,1,326,8,1,7,3,4,0,0,0,0,38,0
9,1,18253,3,2,0,4,2,0,0,0,8,38,0
20,1,13175,3,1,5,4,2,0,0,0,0,38,0
36,1,14203,3,0,6,0,4,1,0,0,13,38,0
15,1,1525,8,1,12,1,2,1,0,0,6,38,0
1,1,250,3,1,3,3,4,0,0,0,0,38,0
36,1,7467,3,0,2,0,4,1,0,0,8,38,1
23,2,11851,1,0,9,0,4,1,0,0,8,38,0
33,1,14274,8,2,9,4,4,0,0,0,8,38,0
26,1,18341,1,0,9,5,4,0,107,0,18,38,1
43,1,14600,1,0,11,0,4,1,0,0,14,38,1
11,2,11478,3,0,11,5,4,0,0,0,8,38,0
17,1,14933,3,2,11,1,4,1,0,31,13,38,0
20,1,6451,3,2,13,1,4,1,0,0,8,38,0
8,1,2110,3,0,12,0,4,1,0,0,8,38,0
29,1,3801,4,0,3,0,4,1,107,0,21,38,1
4,1,13028,3,0,5,3,4,1,0,40,8,5,0
9,1,855,1,1,9,1,4,0,0,0,13,38,0
30,1,6561,3,1,0,2,4,0,0,0,8,38,0
1,1,17043,3,1,5,3,4,1,0,0,0,38,0
5,1,1475,1,1,11,1,4,0,0,0,0,38,0
19,1,11922,8,2,6,3,4,0,0,0,0,38,0
42,2,538,3,0,13,0,4,1,0,0,16,38,0
16,1,10237,3,0,7,5,4,0,0,0,6,7,0
16,1,9933,3,2,2,1,4,1,0,0,3,8,0
36,2,6266,1,0,0,5,1,0,0,0,18,34,0
27,3,3345,8,0,3,0,4,1,53,0,8,38,0
38,1,9942,3,0,3,0,4,1,0,0,18,38,0
39,1,6109,3,0,13,0,4,1,0,0,18,38,0
37,2,5572,8,2,11,1,4,0,0,0,3,38,0
34,1,1217,3,2,9,1,4,1,0,0,8,38,0
14,1,11345,8,1,0,1,4,0,35,0,6,38,0
26,1,3766,4,0,3,0,4,1,0,0,18,38,1
27,1,5310,3,2,7,4,4,0,0,0,8,38,0
5,1,6474,8,1,3,3,4,1,0,0,18,38,0
26,3,3518,3,0,7,0,0,1,0,0,8,38,0
9,3,5678,0,1,0,4,2,0,0,0,8,38,0
13,1,4660,1,1,11,3,4,1,0,0,0,38,0
13,1,17818,3,0,2,0,4,1,37,0,8,38,0
29,1,18965,3,1,7,1,4,1,0,0,0,38,0
10,1,6347,1,0,11,0,4,1,0,0,18,38,0
9,1,16348,3,0,2,0,4,1,0,0,18,38,0
19,1,9725,1,1,3,1,4,1,96,0,8,38,1
8,2,14947,3,2,2,3,4,1,0,0,3,38,0
13,3,1389,7,1,9,1,2,0,0,0,8,38,0
29,3,14588,3,0,7,0,2,1,90,0,8,38,1
30,1,8468,8,0,0,5,2,0,0,0,16,38,1
49,2,15117,1,0,11,0,4,1,80,0,0,38,1
26,1,7692,3,0,5,0,4,1,0,0,8,38,0
19,3,10547,1,0,0,0,4,1,0,44,21,38,1
27,3,19127,8,3,0,4,4,0,0,0,0,38,0
25,1,4835,2,0,9,0,4,1,0,0,18,38,0
22,1,12054,1,0,13,0,4,1,0,50,13,29,1
19,1,13520,0,0,3,0,4,1,0,0,18,38,1
43,2,16461,1,0,3,0,4,1,0,50,13,38,1
20,1,16427,8,0,6,0,4,1,0,0,18,38,1
9,1,16815,1,1,13,3,4,1,0,0,0,38,0
7,1,6698,1,1,0,1,4,0,0,0,0,38,0
28,3,7125,4,2,9,1,4,0,0,0,3,38,0
37,1,8882,8,0,3,0,4,1,0,0,16,38,1
5,1,13628,8,1,11,3,4,0,0,0,0,38,0
46,3,1766,4,0,9,0,4,1,0,0,16,38,0
5,1,14286,3,0,2,0,4,1,0,0,11,38,0
10,1,1108,8,1,7,1,4,1,0,0,0,38,0
16,1,14262,3,0,2,0,4,1,0,0,1,25,0
47,1,6771,1,3,9,1,4,0,0,0,0,38,0
33,1,11503,0,0,3,0,4,1,0,0,18,38,1
27,2,4871,0,3,9,4,4,0,0,0,8,38,0
14,1,17183,3,0,13,0,4,1,0,0,18,38,0
27,1,9039,3,2,0,1,1,0,0,0,8,39,0
36,2,365,3,0,4,0,4,1,0,0,3,38,0
16,3,7104,3,3,7,4,4,0,0,0,8,38,0
17,3,9063,3,0,1,0,4,1,0,0,8,38,0
10,1,7604,3,1,13,1,4,1,0,0,21,38,0
59,2,6088,3,1,3,1,4,1,0,0,0,38,0
14,1,11425,0,2,7,1,4,0,0,0,0,38,0
23,1,18977,3,0,2,0,2,1,0,0,8,38,1
36,3,16891,1,0,9,0,4,1,0,0,8,38,0
41,1,10029,3,0,6,0,4,1,0,0,12,38,0
21,1,533,8,0,3,0,4,1,0,0,8,38,1
16,1,6560,7,0,9,0,4,1,0,0,8,38,1
31,3,18995,1,0,3,0,4,1,0,0,21,25,1
6,1,12901,8,0,3,5,2,0,0,0,8,38,0
14,2,5185,3,1,2,3,4,1,0,0,18,38,0
35,2,14657,4,0,11,0,4,1,0,0,21,38,0
7,1,3296,3,1,12,3,4,1,0,0,8,38,0
28,2,10219,3,0,4,0,4,1,0,0,8,38,0
19,1,10826,3,0,0,5,4,0,0,0,8,38,1
35,1,19038,6,3,7,4,4,0,0,0,8,25,0
37,1,1570,3,0,2,0,4,1,0,0,8,38,0
22,1,7284,7,0,9,0,4,1,0,0,21,38,1
23,1,9373,1,0,11,0,4,1,0,0,18,38,1
11,1,18929,3,1,12,1,1,1,0,0,18,38,0
6,1,12990,8,1,0,1,4,0,0,0,8,38,0
19,2,19494,6,1,2,4,2,1,0,0,8,38,0
5,1,9238,8,1,0,3,4,0,0,0,0,38,0
38,3,6122,4,0,3,0,4,1,0,0,18,38,0
54,1,2480,3,1,5,1,4,1,0,0,0,38,0
30,1,6646,2,0,9,0,4,1,0,0,21,38,1
0,2,9978,3,1,11,3,4,1,0,0,0,38,0
14,1,5762,1,0,3,5,4,0,0,0,18,38,1
29,1,631,8,0,13,0,4,1,49,0,8,38,1
10,1,7262,1,1,3,3,4,0,0,0,8,38,0
22,3,418,8,0,3,0,4,1,0,47,18,38,1
23,1,7335,3,2,5,1,4,0,0,0,16,38,0
13,1,1353,3,1,11,1,4,0,0,25,0,38,0
0,1,11300,3,1,7,4,4,1,0,0,0,38,0
16,1,16280,4,1,9,1,4,1,0,0,8,38,0
55,1,13834,2,1,9,1,4,1,0,0,0,38,0
17,3,19494,8,0,0,5,4,0,0,0,8,38,1
48,1,15377,3,1,2,2,1,1,0,0,8,0,0
19,1,9292,1,0,9,0,4,1,0,46,18,38,1
15,1,9277,3,1,6,4,4,1,0,0,8,38,0
9,1,14959,8,1,0,2,4,1,0,0,8,25,0
5,1,14015,3,1,5,1,4,1,0,0,8,38,0
30,1,18551,7,0,9,0,4,1,117,0,16,38,1
14,1,11208,8,1,7,1,4,1,0,0,8,38,0
11,2,10934,1,1,11,1,4,1,0,0,18,38,0
21,1,18526,4,1,0,1,4,0,0,0,18,21,1
17,1,4647,0,0,0,0,4,1,0,0,0,38,0
27,1,12584,1,0,9,0,4,1,0,0,3,38,1
10,1,3171,8,1,5,3,1,1,0,0,8,38,0
33,3,8291,1,0,10,0,4,1,0,0,12,38,1
30,1,4549,3,0,7,5,2,0,0,0,0,38,0
3,1,13422,8,1,7,1,4,1,0,0,8,38,0
7,1,4513,3,1,11,1,4,1,0,0,6,38,0
12,3,17366,8,0,12,0,4,1,0,0,8,38,1
20,3,13663,0,1,7,4,2,0,0,0,0,38,0
25,1,17163,0,2,0,1,4,1,0,0,8,38,0
51,1,7894,8,1,0,1,4,0,0,0,8,38,0
5,3,14903,8,1,0,1,1,0,0,0,8,39,0
55,2,19494,3,0,11,0,4,1,0,0,0,38,0
28,3,2272,8,0,0,0,2,1,0,0,0,38,0
13,3,2718,3,0,7,0,2,1,0,0,8,38,0
16,1,7269,3,0,2,0,4,1,0,0,8,38,0
26,1,10987,3,0,7,0,4,1,0,0,8,38,1
39,1,9651,8,3,3,1,4,1,68,0,21,38,0
8,2,7953,0,0,4,0,4,1,0,0,8,38,0
24,1,10992,3,2,8,1,4,0,0,0,8,12,0
8,1,14868,1,1,7,1,4,0,0,0,5,38,0
14,3,5520,0,0,12,0,4,1,0,0,8,38,1
19,1,7883,3,0,6,0,4,1,0,0,6,38,0
20,1,10229,1,0,3,0,4,1,0,0,8,38,1
41,2,11272,3,0,2,0,4,1,0,0,0,38,0
9,1,14927,1,1,0,1,2,0,0,0,8,38,0
38,1,3498,8,0,12,0,4,1,0,0,18,1,1
29,3,6588,8,0,3,0,4,1,0,0,16,38,1
27,1,18318,1,1,0,1,4,0,0,26,0,38,0
27,1,8821,3,0,7,0,2,1,0,0,21,38,0
11,3,7630,1,1,3,1,4,1,0,0,21,38,0
25,1,14945,3,0,13,0,4,1,0,0,18,38,0
24,1,2364,3,2,2,1,4,1,0,0,8,38,0
22,1,16416,1,0,3,0,4,1,0,0,13,38,0
47,2,401,0,0,4,0,4,1,0,0,0,38,0
3,1,4386,8,1,5,3,4,1,0,0,0,38,0
28,3,11195,8,0,10,0,4,1,0,0,8,38,1
14,1,14845,3,0,0,0,4,1,0,0,18,38,0
19,3,4096,4,0,3,0,4,1,0,0,8,38,1
15,1,17861,3,2,7,4,3,0,0,0,8,25,0
16,2,1349,0,0,4,0,4,1,0,0,21,38,0
34,2,4500,3,2,3,1,4,0,117,0,3,38,1
19,1,19494,3,2,6,4,4,1,0,0,8,38,0
23,1,12651,3,1,2,1,4,1,0,0,8,38,0
27,1,8996,0,0,0,0,4,1,90,0,19,38,1
23,1,357,3,2,0,4,4,0,0,0,13,8,0
29,1,3447,0,2,0,1,4,0,0,0,8,38,0
14,2,4262,7,0,9,0,4,1,0,0,21,38,1
13,1,12561,3,1,11,1,4,0,0,51,8,38,0
9,1,8677,3,0,5,0,4,1,0,0,8,38,0
8,1,2085,1,1,7,2,4,1,0,0,8,38,0
18,2,1090,0,0,2,0,4,1,0,0,8,38,0
12,1,10334,7,1,9,2,4,1,0,0,18,38,0
22,1,19494,0,2,2,1,4,1,0,0,8,38,0
27,2,19494,8,2,7,4,4,1,0,0,8,38,0
20,1,16331,3,0,6,0,4,1,0,0,21,38,1
59,2,2816,0,0,11,0,4,1,0,0,0,38,1
19,1,19494,1,0,3,0,2,1,0,0,13,38,1
27,1,6341,8,0,2,0,4,1,0,0,21,38,1
6,1,16303,3,0,6,0,4,1,0,21,0,38,0
10,1,3342,1,1,0,1,4,0,0,0,13,38,0
29,2,5996,1,0,11,0,4,1,0,47,8,38,1
41,1,12396,3,0,2,0,4,1,0,0,8,38,0
19,1,19489,0,2,3,1,4,1,0,0,16,38,0
19,1,9892,3,0,2,0,4,1,0,46,21,38,1
4,1,2276,8,1,0,1,4,1,0,0,13,38,0
24,3,4299,3,1,13,1,4,0,105,0,8,38,1
32,3,11514,3,0,6,0,4,1,0,0,8,38,0
17,1,3697,1,0,11,5,4,0,0,0,8,38,1
12,1,19494,3,0,10,0,4,1,0,0,3,28,0
46,1,13007,1,0,3,0,4,1,0,0,18,38,1
12,3,1843,1,1,9,1,4,0,0,0,8,38,0
48,1,9071,8,0,4,0,4,1,0,0,8,38,0
9,1,1040,1,1,7,1,4,0,0,0,0,38,0
25,1,6492,2,0,9,0,1,1,0,0,8,35,1
27,1,5354,8,2,0,1,1,0,0,0,5,38,0
24,2,7044,3,0,6,0,4,1,0,0,0,38,0
5,3,14532,0,1,0,3,2,0,0,0,3,13,0
1,1,4517,3,1,5,3,4,1,0,0,8,38,0
16,3,16755,3,0,13,0,4,1,0,0,8,38,0
29,3,6683,1,0,9,0,4,1,0,0,6,38,1
32,1,17755,3,0,8,2,4,0,0,0,8,38,0
24,3,9489,3,0,0,5,4,0,0,0,8,38,0
35,1,7620,8,2,0,4,4,0,0,0,8,38,0
23,1,6783,8,2,5,1,4,1,0,0,8,38,0
36,3,9562,8,1,9,4,4,0,0,0,8,38,0
28,2,5446,3,0,2,0,4,1,0,0,18,38,0
13,3,1275,3,0,2,0,4,1,0,0,8,38,0
39,1,3759,3,0,5,0,4,1,0,0,8,38,0
7,1,14417,3,0,2,0,4,1,0,0,8,38,0
54,2,8999,6,0,4,0,4,1,0,0,18,38,0
3,2,11628,3,2,11,1,4,0,0,0,0,38,0
9,1,7420,1,0,12,0,4,1,0,0,18,38,0
17,1,9085,3,0,11,0,4,1,0,0,21,38,0
32,1,4898,3,2,9,4,4,0,0,6,21,38,0
31,1,16253,2,0,9,0,4,1,0,47,18,38,1
5,1,1842,3,1,7,3,4,0,0,0,8,38,0
13,1,11331,8,2,6,1,4,1,0,26,8,38,0
34,1,3264,3,2,2,1,4,1,0,0,8,38,0
29,1,16841,8,0,11,4,4,0,0,0,8,38,0
15,2,1227,3,0,3,0,4,1,0,0,13,38,0
25,1,5182,7,0,11,5,0,0,107,0,8,34,1
35,3,3940,8,0,12,0,4,1,0,0,18,38,0
40,1,9022,3,2,0,2,2,0,0,0,8,38,0
18,1,9922,8,2,0,4,4,0,0,0,7,38,0
35,1,4458,4,0,9,0,4,1,0,0,18,38,1
19,1,60,8,2,3,4,4,0,0,0,8,38,0
16,1,15907,8,0,3,0,4,1,0,0,8,4,1
50,3,15445,3,2,10,1,2,1,0,0,0,38,0
14,2,4991,8,0,11,0,4,1,0,0,16,38,0
14,1,1934,3,0,9,0,4,1,0,0,18,38,0
11,1,17497,8,1,6,1,4,1,0,0,10,38,0
19,1,3176,3,2,2,1,4,1,0,0,8,38,0
41,2,8401,3,0,11,0,4,1,0,0,3,38,1
39,1,5565,3,0,6,0,4,1,0,0,8,38,0
18,1,222,8,1,11,1,4,1,0,0,8,38,0
20,1,11804,0,0,2,0,4,1,0,0,8,38,1
27,1,16064,1,0,3,4,4,0,0,0,8,38,0
9,1,1992,3,1,4,3,4,1,0,0,8,38,0
34,1,10182,3,0,13,0,4,1,0,0,8,38,0
14,1,14707,8,0,2,0,4,1,67,0,18,38,1
13,1,14367,8,1,11,3,4,0,0,0,8,7,0
3,1,2948,8,1,0,1,4,0,0,0,8,38,0
4,1,7560,8,1,0,3,1,0,0,0,8,38,0
20,1,5159,1,0,9,0,4,1,0,0,18,38,1
36,3,7355,0,0,9,0,4,1,67,0,8,38,1
37,1,5135,3,0,0,0,4,1,0,0,13,38,0
13,1,16060,1,0,11,0,4,1,90,0,18,38,1
26,3,17326,3,0,3,4,4,0,0,0,8,38,0
31,1,9059,0,2,7,3,4,0,0,0,8,38,0
25,2,361,1,0,11,0,4,1,0,0,16,38,0
45,1,11953,3,0,6,0,4,1,0,0,8,38,0
14,1,16817,3,0,2,0,4,1,0,0,8,38,0
5,1,2100,3,1,11,1,4,1,0,0,21,38,0
28,1,8641,1,0,3,0,4,1,0,0,0,38,0
17,1,6405,8,2,11,1,4,1,0,0,13,38,0
47,1,5672,3,0,3,0,4,1,0,0,0,38,0
25,2,2552,1,0,4,0,4,1,0,0,21,38,0
43,2,17843,3,0,11,0,4,1,0,0,21,38,0
27,1,6912,3,1,2,2,4,1,0,0,21,38,0
36,2,588,7,0,9,0,4,1,0,0,6,38,1
20,1,18654,0,0,13,0,4,1,107,0,18,38,1
6,1,6143,3,1,7,1,4,0,0,0,3,38,0
11,1,8720,1,0,9,0,1,1,0,0,8,35,0
38,1,19494,6,0,2,0,4,1,0,0,9,38,0
41,1,6757,4,1,0,1,4,0,0,0,0,38,1
57,2,13976,8,0,3,0,4,1,110,0,0,38,1
10,1,3081,3,1,0,3,4,1,0,0,8,38,0
20,1,16780,3,2,0,4,2,0,0,0,8,38,0
27,2,13283,3,0,7,0,4,1,0,0,21,38,0
6,1,5230,0,1,0,3,4,1,0,0,8,38,0
24,1,17778,1,0,3,0,4,1,0,0,8,40,0
28,1,2628,8,0,12,0,1,1,0,0,21,38,1
12,1,7989,3,2,6,4,4,1,0,0,8,38,0
